date,time,tweet,clase
2022-05-30,20:07:53,#heybanco alguien supo que pasó con todas esas cuentas que fueron vaciadas sus inversiones? Siempre si dieron respuesta? Dijeron cuál fue la vulnerabilidad explotada? O a que se debió ese asunto?,1
2022-05-26,0:26:28,"Me cae que  tiene el peor sistema de transferencias, aparte de eso jamás contestan en sus diferentes medios de ayuda. 
Pésimo banco.",2
2022-05-19,0:15:01,"""Conoce cómo  logró mejorar su #ExperienciaDelCliente en cada paso del Journey con un poco de ayuda de las herramientas de QuestionPro.",0
2022-05-18,16:44:43,Hola  necesito ayuda.,1
2022-05-17,20:41:14,Llevo en el teléfono al número de  más de 20 min sin ninguna respuesta para aclarar. Cuanto más tiempo necesito esperar?,1
2022-05-16,7:04:26,Al no recibir ayuda ni apoyo de de   el día de. Mañana pongo mi queja en la,1
2022-05-13,21:32:18,Ayuda,1
2022-12-05,22:11:08,Alguna respuesta a mi situación de #bloqueotemporalHEY  ???  A alguien más le sucede este inconveniente!,1
2022-12-05,15:15:51,"Ayuda! Necesito cambiar mi número telefónico que está registrado en mi cuenta de  para mí Token. Llame y no me dieron solución. Tengo mi correo, nombre de usuario y contraseña",1
2022-11-05,19:59:48,¿Quien para resolverme una duda ? Ya les Mande mensaje y nada,1
2022-10-05,17:43:00,"Ya van más de 7 días hábiles de qué metí una aclaración por cargos no reconocidos, en la app decía que se resolvía en 5, ¿hasta cuándo dan respuesta ?, gracias.",1
2022-10-05,14:41:22,"Hola  desde hace un par de días no puedo entrar a mi banca móvil dice que temporalmente fuera de servicio, creo que a nadie mas le pasa ayuda",1
2022-09-05,22:45:55,"#Finalizamos tu caso con ÉXITO.  @mercado20
Esa es la respuesta de   a mi petición de solucionar una falla en su app hace mas de un mes. 
Llevo más de 15 correos recibidos después de reportar una y otra vez  lo mismo 
Su respuesta:
Finalizamos tu caso con éxito!",1
2022-09-05,15:01:16,Día 5 odiando a  por no dar respuesta. Ya marqué a su número y están igual de incompetentes.,1
2022-07-05,4:39:06,"Hola  he tratado desde ANTIER entrar a la banca móvil pero no me permite, necesito de su ayuda.",1
2022-03-05,22:10:50,Pésimo  literalmente 5 meses esperando respuesta de su servicio al cliente y nada,1
2022-03-05,19:14:44,"Hola!

Amiguitos de  les escribí hace un par de horas por DM para ver si me pueden ayudar con un problema que tengo. 

No he recibido respuesta por lo que me mantengo al pendiente de ello. Saludos!",1
2022-02-05,22:33:12,Despues de casi un mes de tratar de aperturar una cuenta de persona “fisica” y “empresarial”   de  #HeyBanco sigue sin poder usar y hoy dicen que de 3 a 7 días más que es falla de la App no se puede mejorar la banca,1
2022-04-26,14:25:18,En estos momentos no puedo transferir !! Me urge ayuda  .tanto que los quierooooooo!!!:(,1
2022-04-21,1:30:44,"Hola , una duda. Abrí una cuenta hey menores para mi hija, ella quiere solicitar su tarjeta física pero me aparece que tiene costo (me parece que es sólo el envío de $99 + iva). ¿No hay opción de solicitar la tarjeta completamente gratis? Aunque sea tarjeta sencilla.",1
2022-04-14,0:46:05,"Oye , ¿puedo tener dos cuentas hey menores para mis 2 hijos? O solo puedo tener una?
Es una de 13 años y otro de 8.
Me urge respuesta.",1
2022-07-04,3:15:56,No existe mejor tarjeta de débito que te premie por comprar y usarla que es sin duda  y tu ya la tienes? #HeyDateCuenta,2
2022-06-04,18:55:24,"Información que cura! #heydatecuenta con  tienes todo desde una sola aplicación, en esta época de incertidumbre que mejor que tener en orden tus finanzas y  te ayuda!! 
-Ahorro
-Pagarés 
-Inversión
-Giveaways
-Seguros
-Reembolsos
-Recompensas y mucho más!! ",2
2022-06-04,18:49:48,Siento poquis envidia ver las publicaciones felices de los empleados de #HeyBanco en LindkedIn pero tmb entra mi duda si será cierto tanta felicidad o si los obligan a publicar! No me juzguen he estado en lugares con imagen amigable pero que son todo lo contrario,0
2022-06-04,5:34:34,"Si quieren una tarjeta moderna y multifuncional les recomiendo  sin duda es la mejor opción tanto para tus ahorros, inversión, créditos, débito y nómina! Además de las recompensas que te brinda al usarla, todo desde la app, tramitarla ya! #HeyDateCuenta",2
2022-02-04,1:28:50,Hola  tenía una duda pero no he recibido respuesta por DM,1
2022-01-04,3:45:13,"Alguien más tiene problemas para ingresar a la app de  
No he podido ingresar en todo el día. #HeyBanco #Ayuda #AppHeyBanco",1
2022-03-28,17:17:16,"Había estado muy satisfecho con todos los servicios de , pero llevo 2 semanas sin poder usar mi auto con confianza porque no han generado el cargo del seguro y siguen sin resolver el problema.   Necesito ayuda para resolver esto a la brevedad.",1
2022-03-25,5:44:17,"Qué esperan para tener el mejor banco Con las mejores tazas a tú favor para qué nunca te quedes sin ese antojo culposo que tenemos, las mejores promos para que tengamos un historial a la mano 24/7 para cualquier duda, o aclaración que podamos tener. #HeyDateCuenta ",2
2022-03-20,11:55:16,"Esperando a que  solucione un problemilla con urgencia, que envie a su correo desde hace una semana y sin respuesta asta ahora",1
2022-03-19,21:44:13,"Yo solo uso  porqué en una tarjeta tengo débito y crédito, su aplicación es muy fácil de manejar, te dan recompensas  en efectivo por compras con Tarjeta Fisica y Virtual, sin duda un Gran Banco Facil de Entender e Innovador #HeyDateCuenta #TeRecomiendoHey",2
2022-03-19,9:58:55,"Con  tienes una opción llamada #moneycoach una guía dentro de tu app, que te ayuda a llevar tus finanzas de mejor manera y de forma más inteligente #HeyDateCuenta",2
2022-03-17,0:49:46,"hola  llevo 3 días tratando de retirar dinero de mi tarjeta de débito en centros comerciales como Chedraui,Aurrerá y Oxxo y no puedo, necesito una respuesta rápido, necesito mi dinero.",1
2022-11-03,14:33:06,"Tuve que decirle al nubank que si ellos no me resolvían el problema, gracias, todo bien, buscaba ayuda externa, para hoy me solucionen el problema.",2
2022-07-03,5:30:56,"Lo mejor de  son los espacios de ahorro que puedes crear con apartados programados automáticamente, sin duda la mejor #HeyDateCuenta #TeRecomiendoHey",2
2022-06-03,15:30:13,"Te recomiendo  porque puedes tener tu tarjeta de crédito garantizada aunque estés en el buró, Hey te ayuda a recuperar tu historial crediticio y a tener mejores finanzas  Únete a HEY! #heydatecuenta #TeRecomiendoHey",2
2022-06-03,5:28:14,"Oye,  nito ayuda para descargar un CEP.",0
2022-05-03,22:24:23,"Sin duda alguna  es un banco que te ofrece grandes beneficios, te da grandes beneficios con tus finanzas. Estoy infinitamente feliz de tener esta aplicación en mi dispositivo móvil y ver como mi dinero crece día a día.#HeyDateCuenta",2
2022-03-03,21:41:35,"Si quieres un buen servicio, déjame recomendarte  a mi me ha ido muy bien ahí, su servicio es muy bueno, no te la complican en nada. ¡No hay falla con ellos!#HeyDateCuenta  #TeRecomiendoHey",2
2022-03-03,1:26:20,Te recomiendo  es 100% digital su app nunca falla es muy segura en internet y esta asegurada por el IPAB además te da el mejor cash back en efectivo #HeyDateCuenta #TeRecomiendoHey,2
2022-03-03,1:16:26,dejen los bancos tradicionales y actualicen sus finanzas para esto yo les recomiendo a  ellos tienen los mejores servicios y su app nunca falla #HeyDateCuenta #TeRecomiendoHey,2
2022-03-03,0:54:14,Se pasan de invasivos los bots de  contestándole a todos lo mismo y varios usuarios el mismo post de alguna falla de otro banco.,2
2022-02-03,21:04:15,Sin duda  es el mejor y no lo digo yo sus servicios hablan por si solos. Un gran aplauso para ellos #HeyDateCuenta #TeRecomiendoHey,2
2022-02-26,1:02:58,Te recomiendo que cambies tu deuda de otros bancos  a  para que te ahorres una lanota solo puedes hacerlo con el 80% pero te ayuda un montón #HeyDateCuenta  #TeRecomiendoHey,2
2022-02-26,0:05:39,Esperaba mucho más del empaque de la tarjeta de . Sin duda  dejó la vara súper arriba.,0
2022-02-25,18:45:34,"segundo intento por validar mi cuenta de #heybanco, y sin respuesta, en esta nueva versión de #app ... #android",1
2022-02-25,7:05:32,"Les super recomiendo  es sin duda lo mejor! Sin filas, sin comisiones, excelente rendimiento, seguro gratis, tarjeta de crédito y mucho más. #HeyDateCuenta #TeRecomiendoHey",2
2022-02-23,22:35:08,"Hola,  . Estoy intentando subir las fotos de mi documento para terminar el proceso de registro y envío de la tarjeta, pero la cámara de la app no enfoca bien . Ayuda!!",1
2022-02-23,19:08:10,Ayuda  no puedo agregar mis tarjetas en #applepay,1
2022-02-22,1:59:37,Estrené mi moradita de Nubank. Algo me dice que me será de mucha ayuda por allá donde voy.,2
2022-02-21,13:24:04,"Sin duda  me ha ayudado a recuperar mi confianza y libertad financiera, ahora he incursionado en el ahorro e inversiones y sin duda súper fácil desde la app. Lo recomiendo 100%. Gracias ",2
2022-02-19,0:34:05,"Amigues!

Información que cura la economía. 

Les recomiendo . No cobra comisiones, te da tu TDC garantizada, te ayuda a ahorrar, super friendly y aparte de todo te guía en tus finanzas con podcast. 

Date chance!!! #HoyxTiMañanaTmbn",2
2022-02-18,20:53:27,"Amigos les recomiendo a  es un banco digital con todos sus trámites muy sencillos desde su app sin necesidad de ir a sucursales, además tienen varios giveaways, sin duda es una excelente opción para tu banca personal. #HeyDateCuenta",2
2022-02-18,1:33:07,Amo a   me ayuda a mejorar mis finanzas se las recomiendo plenamente #HeyDateCuenta,2
2022-04-02,4:03:06,"Ya dejen de sufrir con bancos tradicionales y chequen el mejor banco digital mexicano: ! #TeRecomiendoHey porque sin duda siempre ayudan cuando te surge un problema, tu dinero crece porque crece, hay cashback y un chorro de actividades y dinámicas! <3 #HeyDateCuenta",2
2022-03-02,18:02:02,"#TeRecomiendoHey porque no me ha dado problemas, tiene cashback, inversión, ahorro automático y con crecimiento y hasta descuentos en muchísimas tiendas!! Sin duda  es el más chido! #HeyDateCuenta",2
2022-03-02,1:26:38,El banco más ching*n sin duda es  por su calidez y rapidez al atenderme siempre mis mensajes!  #HeyDateCuenta y cámbiate al mejor banco digital!,2
2022-02-02,0:36:32,Desde el viernes pasado la app de  falla un buen en las tardes.,1
2022-01-31,23:33:44,"Sigue el pésimo servicio en  , hablo para una duda y piden todos los datos, hasta el usuario, no se si hasta la contraseña me hubieran pedido y ni me resolvieron mi problema #HeyDateCuenta",1
2022-01-31,22:36:06,"¿Qué onda  ? Llevo 3 días tratando de hacer un trámite y no solo no le dan respuesta a mi petición, trato de comunicarme y las 9 llamadas que he relizado, todas las cortan.",1
2022-01-31,1:58:48,"Holi, hice un depósito desde  hacia otra cuenta también mía, y el dinero parece estar volando. Que pasa aquí?  Me da el telele, ayuda.",1
2022-01-30,16:40:34,"Voy por unos tacos de birria,espero volver y tener respuesta de donde están mi dinero ",1
2022-01-30,3:46:32,"Hey ! aun no tengo respuesta de mi ticket desde ayer, se duplico un deposito que realize!",1
2022-01-29,3:42:29,#HeyDateCuenta #heybanco  me aparece tarjeta bloqueada pinche banco gediondo... Te ayuda a ahorrar porque no te deja sacar tu lana...,1
2022-01-29,2:31:27,"He leído demasiado hate en contra de mis amigos de  hoy por su intermitencia/falla en su app , pero los bancos Top 3 del país están más c*leros con sus apps y bancas digitales.Hoy  a mí no me falló, me funcionó y todo a la perfección.

Sigan así, amigos ",2
2022-01-25,21:20:10,"Amigos que banco se adapta a tus necesidades y tu forma de vida? Si, exacto  !! El banco 100% digital que te ayuda a incrementar tu cuenta dependiendo tus necesidades, ahorra e invierte en el mejor banco qué hay y amigo #HeyDateCuenta ya!!",2
2022-01-25,19:27:46,"Sabias que  también te pueden hacer un  préstamo, ESO NO LO SABIAS VERDAD, PUES ES VERDAD,  ya puedes hacerte un préstamo solo tienes que descargar la aplicación y en menos de 1 hora ya tienes una respuesta.#HeyDateCuenta #TeRecomiendoHey",2
2022-01-24,20:23:48,"#HeyDateCuenta que con  te olvidas de las filas en sucursal al ser un banco 100% digital. Además te ayuda a que tu dinero crezca pues te da acceso a fondos de inversión, pagaré y ahorro con rendimiento en automático!",2
2022-01-24,19:43:33,"He tenido experiencias con 5 bancos en México: rojos, azules, y de más colores. Pero sin duda  ha sido el mejor de todos ellos, y por mucho.  #HeyDateCuenta  que aún estás a tiempo de hacer las cosas bien #TeRecomiendoHey",2
2022-01-24,1:25:23,"El mejor hallazgo del 2021  un banco en el que no tengo que hacer filas, me ayuda a ahorrar e invertir y tiene TODO lo necesario para triunfar en mis finanzas este 2022 #HeyDateCuenta",2
2022-01-22,6:25:10,"Buscas un banco eficaz y seguro?   es tu mejor opción, con grandes oportunidades y maneras de operar con tu dinero, sin duda el mejor!",2
2022-01-22,5:48:57,"Sin duda alguna   es el mejor banco digital, que además de ofrecer una cuenta con cero comisiones y sin saldo mínimo te da una tasa de interés del 7%, acceso a una Tarjeta de crédito fácilmente y recompensas en efectivo por solo utilizar ambas, Solicítala ya!!!!",2
2022-01-21,22:14:59,"Ningún banco te da dinero por elegirlos,  sí! Hasta el 7 % de lo que inviertas, sin plazos ni procesos difíciles de entender, sin duda la mejor elección #HeyDateCuenta",2
2022-01-21,2:55:49,"El día de ayer perdí mi cartera con todos mis documentos, dinero y credenciales, tras hacer todos los procesos debo recomendarles , pues desde la app, sin ejecutivos ni cosas raras solicité su bloqueo y reposición en MINUTOS. Sin duda son lo mejor de la banca moderna. ",2
2022-01-19,2:42:37,"Cámbiate a #heybanco porque es lo mejor que puedes hacer,en la app te dan respuesta súper rápida y te dan una  tarjeta que es dual,te da recompensas por usarla y es el mejor banco para ahorrar así que #HeyDateCuenta, #Cambiateaheybanco",2
2022-01-18,16:20:15,"#HeyDateCuenta no vas a obtener mejor servicio al cliente en ningún otro banco, además si pagaré te brinda mejor tasa que otros, un 7%.  además su tarjeta de crédito garantizada me ayuda mucho a construir mi historial crediticio y Cashback!!",2
2022-01-18,13:41:56,Cámbiate a  su respuesta en la app es muy rápida y te da una tarjeta dual dónde puedes ahorrar y tener recompensas en efectivo está super genial te va a encantar ati #HeyDateCuenta#TeRecomiendoHey,2
2022-01-17,23:41:24,"Un consejo, jamás compren por internet boletos de autobús de , nunca pasa el pago, gracias al pésimo servicio de  que maneja sus pagos, y además te retienen tu dinero y no te dan respuesta sobre tu reembolso, echándole la paleta a  o .",0
2022-01-17,23:34:25,"Hola , tengo una duda con la aplicación, trate de contactarlos vía telefónica pero no funciona, ¿como los puedo contactar?",1
2022-01-15,3:12:54,Este año si le llegó a la meta del guardadito.  Y con su ayuda   será más fácil #HeyDateCuenta #TeRecomiendoHey,2
2022-01-15,1:54:32,"Realmente me siento muy feliz con mi banco de verdad deben darse la oportunidad de conocer  es una aplicación muy sencilla, las alertas llegan de manera inmediata, me ayuda mucho a tener el control de mis finanzas #HeyDateCuenta aquí será todo más fácil #TeRecomiendoHey",2
2022-01-14,0:24:59,"Aprovechando el asunto de #CitiBanamex, aprovecho para decirles que cambien su nómina a , sin duda de las mejores decisiones que podrían tomar!",2
2022-11-01,19:48:08,Los bancos que se vuelven completamente digitales sonaban geniales hasta que tienes cualquier tipo de problema y para resolverlo eres recibido por largas esperas con grabaciones para obtener una respuesta de 24 a 72 horas de una persona real.,2
2022-10-01,20:58:02,"Vengo a decirles que formen parte de  porque tienen unos giveaway exclusivos que ningún otro banco, su respuesta a tus dudas es inmediata y además te dan más intereses por ahorrar!!! Que esperas #HeyDateCuenta #TeRecomiendoHey",2
2022-09-01,10:17:54,"En otras noticias, ya conocen  el banco con la app que hace que tu dinero siempre tenga ganancias, intuitiva,con mil descuentos  y por si no fuera mucho te ayuda a a comprender más sobre finanzas personales, libertad financiera e inversiones en su podcast. #HeyDateCuenta",2
2022-09-01,3:41:14,"#HeyDateCuenta que con la app de  tienes acceso a todas tus cuentas, tarjetas de crédito y transferencias 24/7. Y aparte nunca falla ",2
2022-08-01,22:33:27,"Amixes saquen la tarjera  esta muy facil y rapido sacarla, ademas que tienen varios colores de tarjeta y te ayuda a ahorrar y muchisismas cosas super padres más   #HeyDateCuenta #TeRecomiendoHey",2
2022-08-01,20:46:10,"La verdad es que en  todo es  súper fácil de hacer, todo se hace de manera digital y si tienes algún problema la atención es muy buena, sin duda uno de los mejores bancos digitales #HeyDateCuenta #TeRecomiendoHey",2
2022-08-01,20:05:32,El mejor instrumento de inversión de renta fija hoy en día sin duda es el pagaré de  ! Ampliamente recomendado!,0
2022-05-01,17:03:58,"Tío  tengo una cuenta que lleva más de 2 semanas en verificación y aún no tiene respuesta, qué puedo hacer?",1
2022-04-01,19:02:42,"Mi meta de este año es comprar un coche, con ayuda de  y su variedad para invertir se que lo lograré.#HeyDateCuenta #TeRecomiendoHey",0
2021-12-27,13:17:22,"#ElPersonajeDelAnoEs Tengo varios, del sector privado: David Vélez (CEO de Nubank), sin duda pondrá nuevas reglas de juego en el sector, Esteban Peñaloza y Carlos Guayara Co fundadores de Trii, bajando mucho las barreras de entrada al mercado de valores local y US.",0
2021-12-21,17:10:49,Hola  necesito de su ayuda !!!!!,1
2021-12-16,17:56:45,todos se fueron. nos localizaron. nadie se atreve a escribir al investors de alphabet cuando el call center de google no ayuda. nubank es un fraude y nos localizaron para la banca de inversion. ABN? ING? CITI? afuera. no existe. pero hay un !@#$%^& HSBC!!!!!!!!!!!!! aprecien,0
2021-12-16,4:00:04,"Los fundadores de  y  son colombianos. Son dos big tech de gran impacto en la región. Y uno podría preguntarse ¿qué Gobierno creó las condiciones? 

La respuesta es *ninguno*, el capital humano colombiano sobresale, no gracias al Estado, sino a pesar de él.",0
2021-12-14,1:45:55,"#Hey No cabe duda que  viene a romper los paradigmas de los bancos clásicos. Llevo algunos meses haciendo uso de sus servicios y solo puede decir:

""Excelente servicio 5 estrellas, amigo #HeyDateCuenta"".",0
2021-12-13,23:04:06,No hay derecho lo malo el  Hace 15 días no me funciona ni app ni plataforma y la solución que me dan es q vaya a una oficina a actualizar datos! Los cajeros no funcionan y las funcionalidades son fatales ¿Quién me ayuda a cambiar de banco!?¿ ? Sálvenme!,2
2021-12-13,21:47:55,Necesito ayuda,1
2021-09-12,21:14:24,Lo de   es sin duda alguna uno de los más grandes logros de #fintech latinoamericanas además abre una puerta a que empecemos a ser protagonistas con ideas innovadoras a nivel global,2
2021-09-12,14:26:40,"Es #NuDay. Una increíble hazaña de Nubank para revolucionar los servicios financieros en LATAM y aumentar la inclusión financiera. Sin duda, una tarea digna de admiración.",2
2021-06-12,23:20:27,"Hey compas de  … ya tiene una semana que mandé una solicitud de ayuda al correo, me mandaron el núm de seguimiento pero ya no se pusieron en contacto conmigo. Ayúdenme!",1
2021-03-12,17:15:53,"Buen día  , estoy teniendo problemas con la cuenta , ya genere el ticket pero no he tenido respuesta.",1
2021-11-30,5:00:53,Sin duda el proceso más amigable de tener tarjeta de crédito es el de,0
2021-11-29,5:45:46,Si quieres la mejor opción en un banca digital sin duda  es la mejor opción #HeyDateCuenta,2
2021-11-27,22:08:33,Sin duda   de toda la Banca Tradicional es la mejor opción para una libertad financiera #HeyDateCuenta,2
2021-11-27,2:29:35,"Llevo 6 meses que solicite mi reposición de tarjeta física y nada, correos, llamadas, WhatsApp y nadie me da respuesta.  #HeyDateCuenta",1
2021-11-19,16:19:24,Oye  tengo una duda. Les envío dm,1
2021-11-18,5:11:49,"Hola  te recomendé con alguien, depositó y creo una inversión, y ahora le dicen que no pudiste verificar sus datos, le restringiste el servicio, y estás pidiendo una carta de cancelación, cuando tú eres el que restringió el acceso a la app ¿Qué onda? ayuda ",1
2021-11-16,20:41:43,"Hola  estoy tratando de reportar cargos no reconocidos en la app y al llenar el formulario y presionar el botón continuar falla y se cierra, me pueden ayudar?, gracias",1
2021-11-16,15:55:21,"Hola ya llevo 15 días esperando mi tarjeta física y no llega, me he tratado de contactar con atención a cliente y no recibo respuesta  ",1
2021-12-11,23:44:55,"Lista las compras del Buen fin se  las difiera como la promo mencionada, sin duda para mí fue la mejor promoción bancaria y mejor que hasta las bonificaciones",0
2021-12-11,20:12:49,"Ayuda  Mi cuenta fue bloqueada y vía telefónica no me pueden comunicar con nadie, necesito respuesta",1
2021-12-11,19:38:19,Pésimo servicio de Atención al Cliente  en  la app simplemente falla mucho. Buscas comunicarte con ellos y es casi imposible. Mandas correo y tardan varios días y cuando contestan no dicen verdaderamente nada.,2
2021-09-11,19:33:45,"Hola, Tengo una duda¿Puedo depositar un cheque de banbajio a mi cuenta Hey smart?
Y si sí ¿cómo? Por favor ",1
2021-02-11,19:13:53,La llegada de #ApplePay a Colombia sin duda le dará un giro al sistema de pagos electrónicos en nuestro país. y #NuBank ya habilitaron el servicio y sus clientes solo necesitarán acercar su dispositivo Apple compatible a un datáfono con tecnología ‘contactless’,2
2021-01-11,6:13:44,Hola ... ¿Me ayudas a aclarar una duda por favor?,1
2021-10-26,0:35:25,A veces me dan ganas de migrar toda mi banca a  y cancelar todo lo demás ALV pero me acuerdo que falla los lunes y los viernes y se me pasa :(,2
2021-10-25,21:45:01,"Tan grande es la falla que aparte de problemas en la app de  y  , sus paginas web no tienen respuesta, están simplemente en blanco.",2
2021-10-14,16:34:27,"Hola  ¿cuánto tiempo llevas verificar una cuenta?
Ya tengo desde el lunes y nada y la tarjeta ya llega hoy.Ayuda!!!!",1
2021-09-20,3:26:18,"Buenas noches   una duda; intento iniciar sesión y me marca ""error desconocido"" , esto desde el día de ayer; no se si sea situación de la aplicación o alguna circustancia diferente; gracias de antemano",1
2021-09-13,19:44:30,"Hola , tengo dos meses pidiendo que me desbloqueen mi tarjeta física y autorización de app y no tengo respuesta, me pueden ayudar por favor?",1
2021-03-09,16:13:31,Hola tío  una duda ¿Puedo pagar mi TDC anticipadamente antes de la fecha de corte? Saludos.,1
2021-08-22,14:33:09,"Nubank pondrá en jaque a    y los demás, sin duda alguna. La tarjeta de crédito de  ya inició y créanme que estamos presenciando el futuro de la banca.",2
2021-08-18,22:17:55,Ayuda   necesito ayuda otra vez no me deja descargar mi edo de cuenta de julio,1
2021-08-14,17:09:36,"El servicio a clientes de  es malísimo.
Les escribí un correo de ayuda el 4 de agosto.
Me respondieron 10 dias después a las 11:50am pidiendo más datos.
A las 11:52 cerraron mi caso.
Solo dan una ventana de 2 minutos, cuando ellos se toman 10 dias en responder.",2
2021-04-08,2:18:45,Les mande un correo a  en su app para el apoyo a una duda y me respondieron “Mantente atento a las redes sociales” luego otro correo con “caso resuelto” o sea lo mmen no me resolvieron nada,1
2021-07-30,22:26:41,"Que tengan un excelente fin de semana. Excepto , ya van como 3 quincenas que falla!",2
2021-07-25,19:13:31,"Hoy en la amada sección ""servicio al cliente que es una basura"" tenemos a  que al parecer no tienen capacidad de entendimiento, se les notificó que no hay respuesta vía telefónica y te dicen ""llamanos""
Háganse un favor y no contraen hey banco.",2
2021-07-21,19:59:57,No saquen la tarjeta de  yo la pague y no me llego y nadie me da respuesta ni de la tarjeta ni de mi dinero,2
2021-07-07,16:48:04,"Una duda  si no tengo ningúno de los comprobantes de domicilio de los que consideran válidos a mi nombre para verificar mi cuenta, que procede?",1
2021-01-07,3:43:02,"Estaré probando los Neobancos estos meses, los elegidos fueron     sin duda fueron las más serias a mi parecer aunque me intriga la cantidad de reclamos que tienen por clonaciones, cargos no reconocidos y su pobre atención al cliente.. Veamos ",2
2021-06-23,23:24:50,Que paso  ?? Acabo de actualizar la app y me quito mi cuenta verificada!! Ya la tenía y ahora me pide volver a hacer el proceso. Ayuda porfas!!,1
2021-06-13,22:59:34,#WarrenBuffett invierte 500M de dólares en #Nubank alguna otra duda?,2
2021-05-06,0:01:31,"Oye  abrí un reclamo en la app. Dice resuelto, pero nada más no tiene ningún detalle, ni respuesta. ",1
2021-02-06,14:37:44,No entiendo como la gente se queja que  tiene una pésima atención a clientes y a mi por la más mínima duda … me contesta luego luego :),1
2021-05-31,17:11:32,"1/2  tengo problemas con mi app, no puedo realizar operaciones ya que pide token, el cual antes no me pedía y al teclearlo me dice “duplicado” ya llame y me dicen que mi fecha de nacimiento, les enviado correos pero me dan de 5 a 7 días para la respuesta.",1
2021-05-24,16:53:35,Oye  desde el 16 de mayo hice el proceso de verificación en app pero aún no me dan respuesta ¿Cuánto demora?,1
2021-06-04,14:53:24,Me alegra que el primer billonario 'tech' de Colombia sea David Vélez. Su fortuna se apalaca en la capacidad de entender las necesidades del consumidor y las ineficiencias de la banca. Sin duda una empresa como NuBank merece su destino venturoso.,2
2021-05-04,1:42:42,"Ayuda  Cambie mi NIP, trate de hacer una compra con mi tarjeta física y me rechazó el pago. La terminal marco tarjeta bloqueada, pero en mi app está desbloqueada. Me urge poder hacer mis compras, orientenme porfas",1
2021-02-19,20:39:49,Hola ; ¿Me ayudan con una duda por DM?,1
2021-01-29,3:56:40,"Hola #heybanco la app cerró dos apartados de inversión sin explicación alguna. Ayuda, por favor.",1
2021-01-22,4:06:16,"Oye   ¿no se cansan de darnos falsas ilusiones?.
 ¡Ya mándenme mi Estado de Cuenta de Diciembre!.
Les mandé correo, ya les llamé por la mañana, ya les pedí ayuda por twitter y solo prometen que el 8, que el 10, que el 19 y hoy en la mañana que en 15 min. ",1
2021-01-13,3:13:53,Que buen servicio de atención a clientes el de . A la hora que sea y para resolver cualquier duda me han atendido de forma rápida y eficiente por chat.,0
2020-12-31,19:18:09,"Probando  y hasta ahorita todo bien, salvo que la respuesta a preguntas por la lista de la App no es muy buena y va para media hora que solicité apoyo por este medio en chat y no responden, a ver...",1
2020-12-16,22:38:59,"Sin duda la atención de  es increíble, Velocidad, amabilidad, calidad de respuestas #NuMeHizoElDía",2
2020-07-12,17:49:32,"hola  , no puedo crear una cuenta, escribí a contacto@heybanco.com pero no he recibido respuesta, por qué medio podría recibir asistencia??",1
2020-11-27,20:13:11,"Hola  , necesito entrar a su app pero esta , ¿tienen algún tiempo de respuesta?",1
2020-11-13,21:29:04,Acabo de hacer una transferencia de HSBC a mi cuenta  y no la veo reflejada. El banco emisor me dice que la operación fue aceptada y tampoco me llego correo electrónico. ¡Me urge respuesta!,2
2020-10-24,15:27:34,Apenas me entero de Nubank  Sin duda me trasladaré!,2
2020-10-16,7:15:44,"Está semana: anuncia integración de fondeo en efectivo en practicajas BBVA y en tiendas 7Eleven.  anuncia que ya puedes hacer SPEI out. 

Sin duda de mis tarjetas  de débito favoritas, de las más completas que pueden tramitar actualmente.",2
2020-08-10,18:17:29,"Ya mejor hice mi cuenta de  porque en  no tienen buen servicio al cliente, llevo 10 dias con un reporte porque no puedo validar mi identidad con los documentos solicitados,  me levanto un reporte del cual no se nada porque no han notificado nada.",2
2020-04-09,16:55:10,Duda. Como puedo activar mi tarjeta  si en la app ni siquiera ame deja entrar?,1
2020-08-29,0:11:12,"Oye  la app no me permite generar códigos para retiro sin tarjeta, ¡Ayuda! Tengo desde la actualización con este inconveniente.",1
2020-08-13,22:40:53,Oye   tuvieras la amabilidad de contestar si no para  que chingados  abrieron una mini app con   acaso la idea es chingarse el dinero de las cuentas.   ayuda...,1
2020-04-18,0:40:41,¡Hey! si era en serio que ocupo ayuda,1
2020-06-04,3:47:52,"Oye , desde el 27 de enero abri mi cuenta con ustedes. En ese momento estaba vigente una promoción que al abrir la cuenta, me abonaba $100. NUNCA LOS RECIBÍ. SIGO SIN RECIBIRLOS Y USTEDES NO ME DAN RESPUESTA CONCRETA. Me urge me resuelvan, solo me dan largas.",1
2020-04-04,3:05:53,No me cabe duda que el mejor banco es,2
2020-02-13,21:14:59,A alguien más le falla la app de  que estressss,1
2020-12-02,17:52:36,"Oye , sigo sin respuesta respecto a la bonificacion de los $100 por abrir mi cuenta. ¿ME ayudan? De hecho respondí una encuesta en la que ofrecían otros $100 y no han bo ificado ni una ni otra.",1
2020-01-19,20:55:54,"Also, no habría logrado enterarme de los cargos ni bloquear la tarjeta (además, cancelarla) en menos de 10 minutos sin la ayuda de . Los amo!  Es el mejor banco que he usado ever.

(Esto no es comercial, nadie me pagó para recomendarlos)",2
2019-11-28,18:54:01,"Tengo duda con mi  , quiero depositar un dinero, ¿únicamente puedo hacerlo en sucursal o tienen convenios con otros establecimientos?",1
2019-02-11,3:17:08,Hola  tengo problemas con la app de  necesito ayuda...,1
